ཀུན་དུ་རྨོངས་པའི་ཕྱིར་སྐྱེ་,བོ,་གཞན་གྱིས་ནི་མ་
ཀྱང་ངེས་པར་འཛིན་པའི་གཙོ་,བོ,་མེད་པའི་ཕྱིར་བྱང་
ཀྱང་ཅིའི་ཕྱིར་སོ་སོའི་སྐྱེ་,བོ,་བཞིན་དུ་དེར་མི་
ཀྱང་ཕྱིན་ཅི་ལོག་གི་ངོ་,བོ,་ཉིད་ཡིན་པའི་ཕྱིར་
ཀྱི་དེ་མ་ཐག་པའི་ངོ་,བོ,་མི་འཐད་པའི་ཕྱིར་
ཀྱིས་དེ་ལ་གནས་པའི་ངོ་,བོ,་མ་ཡིན་པའི་ཕྱིར་
ཀྱིས་རྣམ་པར་གཡེང་བའི་ངོ་,བོ,་མ་ཡིན་པའི་ཕྱིར་
གཟུང་བའི་བདག་ཉིད་ཀྱི་ངོ་,བོ,་ཉིད་དང་བྲལ་བར་
གི་རྒྱུ་ཐ་དད་པའི་ངོ་,བོ,་ཉིད་ཡིན་ཡང་ས་
གིས་ཡན་ལག་དུ་མའི་ངོ་,བོ,་ཉིད་དུ་སྣང་བའི་
གོང་མའི་གནས་སྐབས་ཀྱི་ངོ་,བོ,་ཉིད་དུ་མ་བསྒྲུབས་
ངང་གིས་མི་འཇིག་པའི་ངོ་,བོ,་ཉིད་དུ་ཀུན་བརྟགས་
ཆོས་ཐམས་ཅད་གཟུང་བའི་ངོ་,བོ,་ཉིད་མ་ཡིན་པ་
ཉིད་དམ་དེ་གཉི་གའི་ངོ་,བོ,་ཉིད་དུ་འགྱུར་རོ་
ཉིད་ཡིན་ན་ནིརང་གི་ངོ་,བོ,་དང་བྱེད་པ་ཐ་
ཉིད་སློབ་པ་དམ་པའི་ངོ་,བོ,་ཉིད་ཡིན་པའི་ཕྱིར་
ཏེ་ཕྱིན་ཅི་ལོག་གི་ངོ་,བོ,་ཉིད་ཡིན་པའི་ཕྱིར་
ཏེདེ་བཞིན་དུ་སྔོན་པོའི་ངོ་,བོ,་ལ་ཡང་མི་གསལ་
ཏེཕ་རོལ་ཏུ་ཕྱིན་པའི་ངོ་,བོ,་ཉིད་རྒྱུའི་གནས་སྐབས་
ཐ་དད་པ་མེད་པའི་ངོ་,བོ,་ཉིད་དུ་ནི་ཐལ་
ཐམས་ཅད་ཀྱི་རང་གི་ངོ་,བོ,་རྟོགས་པའི་མཚན་ཉིད་
ཐམས་ཅད་ལས་འདའ་བའི་ངོ་,བོ,་ཉིད་ཡིན་པའི་ཕྱིར་
ཐུན་མོང་མ་ཡིན་པའི་ངོ་,བོ,་ཉིད་ཡིན་པའི་ཕྱིར་
དག་ཡོངས་སུ་གཅོད་པའི་ངོ་,བོ,་ཡིན་པས་རྣམ་པ་
དགེ་བ་རྩེ་གཅིག་པའི་ངོ་,བོ,་ཉིད་ཡིན་པའི་ཕྱིར་
དང་ཐ་མི་དད་པའི་ངོ་,བོ,་ཡིན་པའི་ཕྱིར་དེ་
དང་བྲལ་བ་ཙམ་གྱི་ངོ་,བོ,་ཉིད་ཡིན་པའི་ཕྱིར་
དངོས་པོ་མ་མཆིས་པའི་ངོ་,བོ,་ཉིད་ལ་བྱང་ཆུབ་
དབང་ཞེས་བྱ་བ་ནི་རྗེ་,བོ,་གཞན་གྱི་དབང་དུ་
དེ་དག་གི་རང་གི་ངོ་,བོ,་ཡོངས་སུ་ཤེས་པས་
དེ་ལ་ཉན་པ་པོའི་སྐྱེ་,བོ,་ཉན་ཐོས་ལ་སོགས་
དེ་ལ་རག་ལུས་པའི་ངོ་,བོ,་ཡིན་པའི་ཕྱིར་ནི་
དེ་ལྟ་མ་ཡིན་ན་སྐྱེ་,བོ,་མེད་པའི་གྲོང་ལ་
དོན་དོན་དུ་གཉེར་བའི་ངོ་,བོ,་ཉིད་ཀྱིས་བླ་ན་
ན་ནི་ཐམས་ཅད་ཀྱི་ངོ་,བོ,་ཉིད་དུ་ཐམས་ཅད་
ན་ཡིན་ཏེདེའི་རང་གི་ངོ་,བོ,་རྟོགས་པ་ཅུང་ཟད་
ནམ་མཁའའི་ཁམས་དང་མཚུངས་ཏེངོ་,བོ,་ཉིད་མེད་པའི་ཕྱིར་
ནས་ཏེདོན་དུ་གཉེར་བའི་སྐྱེ་,བོ,་མཐའ་དག་ལ་ཐམས་
ནས་དོན་དུ་གཉེར་བའི་སྐྱེ་,བོ,་མགུ་བར་མཐོང་བའི་
ནི་གཅིག་དང་དུ་མའི་ངོ་,བོ,་ཉིད་དང་བྲལ་བའི་
ནི་ཆོས་ཐམས་ཅད་ཀྱི་ངོ་,བོ,་ཉིད་ཤེས་རབ་ཀྱི་
ནི་ཐབས་ལ་མཁས་པས་སྐྱེ་,བོ,་དེ་ལྟ་བུ་དག་
ནི་ཕྱིན་ཅི་ལོག་གི་ངོ་,བོ,་ཉིད་ཡིན་པའི་ཕྱིར་
ནི་བསླབ་པ་རྫོགས་པའི་ངོ་,བོ,་ཉིད་ཡིན་པའི་ཕྱིརསྟོབས་
ནི་རྣམ་པར་བྱང་བར་ངོ་,བོ,་ཉིད་གཅིག་པ་ཡིན་
ནི་རྣམ་པར་རྟོག་པའི་ངོ་,བོ,་ཡིན་པའི་ཕྱིར་ཚིགས་
པ་ཉིད་ལ་སོགས་པའི་ངོ་,བོ,་ཉིད་ཡིན་པའི་ཕྱིར་
